,title,published,date,author_corresponding_institution,journal,citation_count
1375,Tryptophan fluorescence quenching in β-lactam-interacting proteins is modulated by the structure of intermediates and final products of the acylation reaction,10.1021/acsinfecdis.9b00023,2019-01-17,Centre de Recherche des Cordeliers,['ACS Infect. Dis.'],1
1378,Active and repressed chromatin domains exhibit distinct nucleosome segregation during DNA replication,10.1016/j.cell.2019.10.009,2019-01-17,New York University Langone Health,['Cell'],4
1379,Compartmentalized Biosynthesis of Mycophenolic Acid,10.1073/pnas.1821932116,2019-01-18,Shandong University,['Proc Natl Acad Sci USA'],4
1381,IMPROVING THE PERFORMANCE OF THE AMBER RNA FORCE FIELD BY TUNING THE HYDROGEN-BONDING INTERACTIONS,10.1021/acs.jctc.8b00955,2019-01-18,"RCPTM, Department of Physical Chemistry, Faculty of Science, Palacky University",['J. Chem. Theory Comput.'],18
1383,Cysteine modification can gate non-equilibrium conformational dynamics during enzyme catalysis,10.1073/pnas.1901864116,2019-01-18,University of Nebraska,['Proc Natl Acad Sci USA'],2
1384,Chaperone-mediated ordered assembly of the SAGA transcription complex,10.1038/s41467-019-13243-w,2019-01-19,"CNRS, CRBM",['Nat Commun'],3
1385,Structural Insights into GluK3-kainate Receptor Desensitization and Recovery,10.1038/s41598-019-46770-z,2019-01-19,"Laboratory of Membrane Protein Biology, National Centre for Cell Science, S. P. Pune University",['Sci Rep'],2
1387,Human DNA polymerase delta is a pentameric complex with dimeric p12 subunit: Implications in enzyme architecture and PCNA interaction,10.26508/lsa.201900323,2019-01-20,Institute of Life Sciences,['Life Sci. Alliance'],3
1388,Alpha-Synuclein is a Target of Fic-mediated Adenylylation/AMPylation: Implications for Parkinson’s Disease,10.1016/j.jmb.2019.04.026,2019-01-21,Purdue University,['Journal of Molecular Biology'],4
1390,Identification of Factors Complicating Bioluminescence Imaging,10.1021/acs.biochem.8b01303,2019-01-22,University of Virginia,['Biochemistry'],5
1393,Targeting extracellular glycans: Tuning multimeric boronic acids for pathogen-selective killing of Mycobacterium tuberculosis,10.1039/C9SC00415G,2019-01-24,University of Warwick,['Chem. Sci.'],1
1394,Ionic strength and calcium regulate the membrane interactions of myelin basic protein and the cytoplasmic domain of myelin protein zero,10.1016/j.bbrc.2019.02.025,2019-01-24,"Department of Biomedicine, University of Bergen, Bergen, Norway",['Biochemical and Biophysical Research Communications'],2
1395,Overcoming insecticide resistance through computational inhibitor design,10.1073/pnas.1909130116,2019-01-24,Australian National University,['Proc Natl Acad Sci USA'],2
1397,Aqueous synthesis of a small-molecule lanthanide chelator amenable to copper-free click chemistry,10.1371/journal.pone.0209726,2019-01-26,The University of Kansas Medical Center,['PLoS ONE'],1
1398,MmpL3 is a lipid transporter that binds trehalose monomycolate and phosphatidylethanolamine,10.1073/pnas.1901346116,2019-01-26,Case Western Reserve University,['Proc Natl Acad Sci USA'],15
1399,Ncl1 mediated metabolic rewiring is critical during metabolic stress,10.26508/lsa.201900360,2019-01-26,CSIR Institute of Genomics and Integrative Biology,['Life Sci. Alliance'],1
1400,Ncl1 mediated metabolic rewiring is critical during metabolic stress,10.26508/lsa.201900360,2019-01-26,CSIR Institute of Genomics and Integrative Biology,['Life Sci. Alliance'],1
1403,Structural basis of glycerophosphodiester recognition by the Mycobacterium tuberculosis substrate-binding protein UgpB,10.1021/acschembio.9b00204,2019-01-28,University of Warwick,['ACS Chem. Biol.'],0
1405,Localizing the chaperone activity of erythroid spectrin,10.1002/cm.21556,2019-01-30,Saha Institute of Nuclear Physics,['Cytoskeleton'],0
1407,Variation in assembly stoichiometry in non-metazoan homologs of the hub domain of Ca2+/Calmodulin-dependent protein kinase II,10.1002/pro.3614,2019-01-31,"University of California, Berkeley",['Protein Science'],0
1410,Protein stability engineering insights revealed by domain-wide comprehensive mutagenesis,10.1073/pnas.1903888116,2019-01-31,Xencor,['Proc Natl Acad Sci USA'],8
1411,Staufen2 mediated RNA recognition and localization requires combinatorial action of multiple domains,10.1038/s41467-019-09655-3,2019-02-01,"Institute of Pharmaceutical Biotechnology, Ulm University",['Nat Commun'],5
1413,Ncl1 mediated metabolic rewiring is critical during metabolic stress,10.26508/lsa.201900360,2019-02-01,CSIR Institute of Genomics and Integrative Biology,['Life Sci. Alliance'],1
1415,Unexpected implications of STAT3 acetylation revealed by genetic encoding of acetyl-lysine,10.1016/j.bbagen.2019.05.019,2019-02-01,Ben-Gurion University of the Negev,['Biochimica et Biophysica Acta (BBA) - General Subjects'],2
1421,SPR-measured dissociation kinetics of PROTAC ternary complexes influence target degradation rate,10.1021/acschembio.9b00092,2019-02-03,University of Dundee,['ACS Chem. Biol.'],27
1422,SLC19A1 is an importer of the immunotransmitter cGAMP,10.1016/j.molcel.2019.05.006,2019-02-03,Stanford University,['Molecular Cell'],21
1423,Therapeutic Targeting of Casein Kinase 1δ/ε in an Alzheimer's Disease Mouse Model,10.1021/acs.jproteome.9b00312,2019-02-03,University of Ottawa,['J. Proteome Res.'],1
1425,Profiling embryonic stem cell differentiation by MALDI-MS: development of a reproducible and robust sample preparation workflow,10.1039/C9AN00771G,2019-02-04,Newcastle University,['Analyst'],0
1429,The structure of a highly conserved picocyanobacterial protein reveals a Tudor domain with a novel tRNA binding function,10.1074/jbc.RA119.007938,2019-02-05,Dartmouth College,['J. Biol. Chem.'],0
1430,Characterization of the workplace chemical exposome using untargeted LC-MS/MS: a case study,10.1016/j.buildenv.2019.106289,2019-02-05,University of Oklahoma,['Building and Environment'],2
1431,Stepwise activation mechanism of the scramblase nhTMEM16 revealed by cryo-EM,10.7554/elife.44364,2019-02-05,University of Groningen,[],10
1432,Design and characterisation of mutant and wild-type huntingtin proteins produced from a toolkit of scalable eukaryotic expression systems,10.1074/jbc.RA118.007204,2019-02-05,"Structural Genomics Consortium and Princess Margaret Cancer Centre, University of Toronto, Canada",['J. Biol. Chem.'],1
1433,Structures of the Otopetrin Proton Channels Otop1 and Otop3,10.1038/s41594-019-0235-9,2019-02-06,The Scripps Research Institute,['Nat Struct Mol Biol'],4
1436,Rotary substates of mitochondrial ATP synthase reveal the basis of flexible F1-Fo coupling,10.1126/science.aaw9128,2019-02-06,Max Planck Institute of Biophysics,['Science'],15
1440,Drying enhances signal intensity for global GC-MS metabolomics.,10.3390/metabo9040068,2019-02-08,Max Planck Institute for Marine Microbiology,['Metabolites'],3
1441,NMR Methods for Quantitative Isotopomer Rates in Real-Time Metabolism of Cells,10.1002/cbic.201900084,2019-02-08,University of Birmingham,['ChemBioChem'],2
1442,The architect of virus assembly: the portal protein complex nucleates procapsid assembly in bacteriophage P22,10.1128/JVI.00187-19,2019-02-10,University of Connecticut,['J Virol'],2
1444,How the initiating ribosome copes with (p)ppGpp to translate mRNAs,10.1371/journal.pbio.3000593,2019-02-10,Universidad Peruana de Ciencias Aplicadas (UPC),['PLoS Biol'],0
1445,The crystal structure of the naturally split gp41-1 intein guides the engineering of orthogonal split inteins from a cis-splicing intein,10.1111/febs.15113,2019-02-11,University of Helsinki,['FEBS J'],1
1448,"Dynamic architecture of the Escherichia coli structural maintenance of chromosomes (SMC) complex, MukBEF",10.1093/nar/gkz696,2019-02-12,University of Oxford,[],1
1449,Cryo-EM structure of the rhodopsin-Gαi-βγ complex reveals binding of the rhodopsin C-terminal tail to the Gβ subunit,10.7554/eLife.46041,2019-02-12,Paul Scherrer Institute,[],6
1452,Direct Visualization of Live Zebrafish Glycan via Single-step Metabolic Labeling with Fluorophore-tagged Nucleotide Sugars,10.1002/anie.201907410,2019-02-12,"Department of Cellular and Molecular Medicine, University of California at San Diego, La Jolla, Cali",['Angew. Chem. Int. Ed.'],1
1453,A universal fluorescence-based toolkit for real-time quantification of DNA and RNA nuclease activity,10.1038/s41598-019-45356-z,2019-02-13,University of Zurich,['Sci Rep'],0
1454,Dynamic membrane topology in an unassembled membrane protein,10.1038/s41589-019-0356-9,2019-02-13,"Department of Biochemistry and Biophysics, Stockholm University, SE-106 91 Stockholm, Sweden",['Nat Chem Biol'],1
1455,Structural insights into SETD3-mediated histidine methylation on β-actin,10.7554/elife.43676,2019-02-13,University of Science and Technology of China,[],9
1457,Human DNA polymerase delta is a pentameric complex with dimeric p12 subunit: Implications in enzyme architecture and PCNA interaction,10.26508/lsa.201900323,2019-02-14,Institute of Life Sciences,['Life Sci. Alliance'],3
1459,"Conservation of structure, function and inhibitor binding in UNC-51-like kinase 1 and 2 (ULK1/2)",10.1042/bcj20190038,2019-02-14,Goethe University Frankfurt,[],3
1460,An orthogonal c-Cbl recognition mode targets LynA for rapid degradation and builds specificity into the LynA checkpoint,10.7554/eLife.46043,2019-02-14,"University of Minnesota, Twin Cities",[],1
1461,A universal fluorescence-based toolkit for real-time quantification of DNA and RNA nuclease activity,10.1038/s41598-019-45356-z,2019-02-14,University of Zurich,['Sci Rep'],0
1463,Imaging of Morphological and Biochemical Hallmarks of Apoptosis with Optimized Optogenetic Actuators,10.1074/jbc.RA119.009141,2019-02-15,East Carolina University,['J. Biol. Chem.'],0
1464,The structure of full-length human phenylalanine hydroxylase in complex with tetrahydrobiopterin,10.1073/pnas.1902639116,2019-02-15,Consejo Superior de Investigaciones Cientificas,['Proc Natl Acad Sci USA'],2
1465,"STING polymer structure reveals mechanisms for activation, hyperactivation, and inhibition",10.1016/j.cell.2019.05.036,2019-02-15,Stanford University,['Cell'],16
1466,A quantitative tri-fluorescent yeast two-hybrid system: from flow cytometry to in-cellula affinities,10.1074/mcp.TIR119.001692,2019-02-18,Ecole Normale Superieure de Lyon,['Mol Cell Proteomics'],0
1467,Dimerization of human Rio2 kinase/ATPase locks its ATP-binding site in an apo state,10.1080/15476286.2019.1653679,2019-02-18,INSERM,['RNA Biology'],2
1470,The carboxyl-terminal sequence of Bim enables Bax activation and killing of unprimed cells,10.7554/eLife.44525,2019-02-19,University of Toronto,[],0
1471,Imaging of Morphological and Biochemical Hallmarks of Apoptosis with Optimized Optogenetic Actuators,10.1074/jbc.RA119.009141,2019-02-19,East Carolina University,['J. Biol. Chem.'],0
1473,Recombinant production and purification of the human protein Tau,10.1093/protein/gzz010,2019-02-20,Utrecht University,[],1
1474,Metabolic Modulation Predicts Heart Failure Tests Performance,10.1371/journal.pone.0218153,2019-02-20,"School of Pharmacy, Virginia Commonwealth University",['PLoS ONE'],2
1475,PhoX - an IMAC-enrichable Crosslinking Reagent,10.1021/acscentsci.9b00416,2019-02-21,Utrecht University,['ACS Cent. Sci.'],9
1476,Oxidation state dependent conformational changes of HMGB1 regulates the formation of the CXCL12/HMGB1 heterocomplex,10.1016/j.csbj.2019.06.020,2019-02-21,Institute for Research in Biomedicine,['Computational and Structural Biotechnology Journal'],1
1480,High concentration and yield production of mannose from acai (Euterpe oleracea) seeds via diluted-acid and mannanase-catalyzed hydrolysis,10.1038/s41598-019-47401-3,2019-02-21,National Institute of Technology,['Sci Rep'],1
1481,The structure of full-length human phenylalanine hydroxylase in complex with tetrahydrobiopterin,10.1073/pnas.1902639116,2019-02-22,Consejo Superior de Investigaciones Cientificas,['Proc Natl Acad Sci USA'],2
1482,Chaperone-mediated ordered assembly of the SAGA and NuA4 transcription co-activator complexes,10.1038/s41467-019-13243-w,2019-02-22,"CNRS, CRBM",['Nat Commun'],3
1483,Oxidation state dependent conformational changes of HMGB1 regulates the formation of the CXCL12/HMGB1 heterocomplex,10.1016/j.csbj.2019.06.020,2019-02-24,Institute for Research in Biomedicine,['Computational and Structural Biotechnology Journal'],1
1484,Biochemical and structural characterization of a highly active branched-chain amino acid aminotransferase from Pseudomonas sp. for efficient biosynthesis of chiral amino acids,10.1007/s00253-019-10105-9,2019-02-24,"Institute of Microbiology, Chinese Academy of Sciences",['Appl Microbiol Biotechnol'],0
1485,Structure-guided function discovery of an NRPS-like glycine betaine reductase for choline biosynthesis in fungi,10.1073/pnas.1903282116,2019-02-24,University of California Los Angeles,['Proc Natl Acad Sci USA'],4
1486,In vitro characterization of the colibactin-activating peptidase ClbP enables development of a fluorogenic activity probe,10.1021/acschembio.9b00069,2019-02-24,"Harvard University, Department of Chemistry and Chemical Biology",['ACS Chem. Biol.'],0
1489,Interaction of NPC2 protein with Lysobisphosphatidic Acid is required for normal endolysosomal cholesterol trafficking,10.7554/eLife.50832,2019-02-24,Rutgers University,[],2
1490,LRRC33 is a novel binding and regulating protein of TGF-β1 function in human acute myeloid leukemia cells,10.1371/journal.pone.0213482,2019-02-25,Harvard Medical School,['PLoS ONE'],3
1491,Can one trust kinetic and thermodynamic observables from biased metadynamics simulations: detailed quantitative benchmarks on millimolar drug fragment dissociation,10.1021/acs.jpcb.9b01813,2019-02-25,University of Maryland at College Park,['J. Phys. Chem. B'],5
1492,Flv1-4 proteins function in versatile combinations in O2 photoreduction in cyanobacteria,10.7554/eLife.45766,2019-02-26,University of Turku,[],8
1494,Divalent cations can control a switch-like behavior in heterotypic and homotypic RNA coacervates,10.1038/s41598-019-48457-x,2019-02-27,The Scripps Research Institute,['Sci Rep'],3
1495,The Ps and Qs of alarmone synthesis in Staphylococcus aureus,10.1371/journal.pone.0213630,2019-02-27,University of Hong Kong,['PLoS ONE'],2
1496,Structure of the human frataxin-bound iron-sulfur cluster assembly complex provides insight into its activation mechanism,10.1038/s41467-019-09989-y,2019-02-28,"Structural Genomics Consortium, University of Oxford",['Nat Commun'],13
