,title,published
2405,An Analytical Theory of Cellular Growth,10.1038/s41467-020-14751-w
2406,"A mixed quantum chemistry/machine learning approach for the fast and accurate prediction of biochemical redox potentials and its large-scale application to 315,000 redox reactions",10.1021/acscentsci.9b00297
2407,Ion Condensation onto Ribozyme is Site-Specific and Fold-Dependent,10.1016/j.bpj.2019.04.037
2409,Four ways to fit an ion channel model,10.1016/j.bpj.2019.08.001
2410,Rapid characterisation of hERG channel kinetics II: temperature dependence,10.1016/j.bpj.2019.07.030
2411,Rapid characterisation of hERG channel kinetics I: using an automated high-throughput system,10.1016/j.bpj.2019.07.029
2413,Relationship between Dynamic Instability of Individual Microtubules and Flux of Subunits into and out of Polymer,10.1002/cm.21557
2414,Rapid characterisation of hERG channel kinetics I: using an automated high-throughput system,10.1016/j.bpj.2019.07.029
2415,Rapid characterisation of hERG channel kinetics II: temperature dependence,10.1016/j.bpj.2019.07.030
2416,LASSI: A lattice model for simulating phase transitions of multivalent proteins,10.1371/journal.pcbi.1007028
2417,Uncovering the Binding Mode of γ-Secretase Inhibitors,10.1021/acschemneuro.9b00272
2418,An Alternative Framework for Fluorescence Correlation Spectroscopy,10.1016/j.bpj.2018.11.1524
2419,Importance of erythrocyte deformability for the alignment of malaria parasite upon invasion,10.1016/j.bpj.2019.08.027
2420,BioSAXS measurements reveal that two antimicrobial peptides induce similar molecular changes in Gram-negative and Gram-positive bacteria,10.3389/fphar.2019.01127
2421,Molecular Diversity and Network Complexity in Growing Protocells,10.3390/life9020053
2422,Energy Landscape of the Domain Movement in Staphylococcus aureus UDP-N-acetylglucosamine 2-epimerase,10.1016/j.jsb.2019.05.004
2425,Induction of Rare Conformation of Oligosaccharide by Binding to Calcium-dependent Bacterial Lectin: X-ray Crystallography and Modelling Study,10.1016/j.ejmech.2019.05.049
2426,Two-Color Spatial Cumulant Analysis Detects Heteromeric Interactions between Membrane Proteins,10.1016/j.bpj.2019.09.028
2427,Polymer coil-globule phase transition is a universal folding principle of Drosophila epigenetic domains,10.1186/s13072-019-0269-6
2429,"Structural characterization of the PCV2d genotype at 3.3 A resolution reveals differences to PCV2a and PCV2b genotypes, a tetranucleotide, and an N-terminus near the icosahedral 3-fold axes",10.1016/j.virol.2019.09.001
2430,Organization of Associating or Crosslinked Actin Filaments in Confinement,10.1002/cm.21565
2433,Ultraviolet light degrades the mechanical and structural properties of human stratum corneum,10.1016/j.jmbbm.2019.103391
2435,Crosslinking actin networks produces compressive force,10.1002/cm.21552
2437,Solution of the FISH-Hi-C paradox for Human Interphase Chromosomes,10.1038/s41467-019-11897-0
2441,Three-dimensional Monolayer Stress Microscopy,10.1016/j.bpj.2015.11.1776
2443,Realistic vOlumetric-Approach to Simulate Transcranial Electric Stimulation -- ROAST -- a fully automated open-source pipeline,10.1088/1741-2552/ab208d
2445,Proteoliposomes as energy transferring nanomaterials: enhancing the spectral range of light-harvesting proteins using lipid-linked chromophores,10.1039/C9NR04653D
2446,A microfluidic device for inferring metabolic landscapes in yeast monolayer colonies,10.7554/eLife.47951
2447,Isotropic expansion of external environment induces tissue elongation and collective cell alignment,10.1016/j.jtbi.2020.110248
2448,Force-dependent facilitated dissociation can generate protein-DNA catch bonds,10.1016/j.bpj.2019.07.044
2449,Stability of Aβ-fibril fragments in the presence of fatty acids,10.1002/pro.3719
2450,Increased Dynamics of α-Synuclein Fibrils by β-Synuclein Leads to Reduced Seeding and Cytotoxicity,10.1038/s41598-019-54063-8
2452,Chromosome disentanglement driven via optimal compaction of loop-extruded brush structures,10.1073/pnas.1906355116
2454,Supercoiling DNA optically,10.1073/pnas.1908826116
2455,Structural basis for the differential regulatory roles of the PDZ domain in C-terminal processing proteases,10.1128/mBio.01129-19
2458,An Analytical Theory of Balanced Cellular Growth,10.1038/s41467-020-14751-w
2459,Liquid-Liquid Phase Separation is Driven by Large-Scale Conformational Unwinding and Fluctuations of Intrinsically Disordered Protein Molecules,10.1021/acs.jpclett.9b01731
2461,Identification of Ca-rich dense granules in human platelets using scanning transmission X-ray microscopy,10.1107/S1600577520002702
2463,Mechanically Resolved Imaging of Bacteria using Expansion Microscopy,10.1371/journal.pbio.3000268
2464,Quantitative Structural Assessment of Graded Receptor Agonism,10.1073/pnas.1909016116
2466,CHAP: a versatile tool for the structural and functional annotation of ion channel pores,10.1016/j.jmb.2019.06.003
2467,DLITE uses cell-cell interface movement to better infer cell-cell tensions,10.1016/j.bpj.2019.09.034
2468,"Consensus sequence design as a general strategy to create hyperstable, biologically active proteins",10.1073/pnas.1816707116
2470,Fluorescent biosensor for real-time interaction dynamics of host proteins with HIV-1 capsid tubes,10.1021/acsami.9b08521
2474,Pediatric and adult-onset HCM mutations in the myosin motor domain have similar properties,10.1074/jbc.RA119.010563
2475,Conformational Flexibility of p150Glued(1-191) Subunit of Dynactin Assembled with Microtubules,10.1016/j.bpj.2019.07.036
2476,Multi-scale Computational Modeling of Tubulin-Tubulin Lateral Interaction,10.1016/j.bpj.2019.08.011
2477,Kinesin-1 and dynein use distinct mechanisms to bypass obstacles,10.7554/eLife.48629
2478,The effect of phosphatidylserine on the membrane insertion of the cancer-targeting ATRAM peptide is defined by its non-inserting end,10.1016/j.bpj.2019.07.023
2479,Linker dependence of avidity in multivalent interactions between disordered proteins,10.1016/j.jmb.2019.09.001
2480,A multiscale analysis of DNA phase separation: From atomistic to mesoscale level,10.1093/nar/gkz377
2482,Single-molecule observation of ligand binding and conformational changes in FeuA,10.1016/j.bpj.2019.08.005
2485,Solution of the FISH-Hi-C paradox for Human Interphase Chromosomes,10.1038/s41467-019-11897-0
2487,Self-Organization of Spindle-Like Microtubule Structures,10.1039/c8sm01835a
2488,Throughput and Resolution with a Next Generation Direct Electron Detector,10.1107/S2052252519012661
2489,Slow Microtubule Binding Kinetics of Membrane-bound Kinesin Predicts High Motor Copy Numbers on Intracellular Cargo,10.1073/pnas.1916204116
2490,3D super-resolution microscopy performance and quantitative analysis assessment using DNA-PAINT and DNA origami test samples,10.1016/j.ymeth.2019.05.018
2492,Electric-induced reversal of morphogenesis in Hydra,10.1016/j.bpj.2019.09.007
2493,Flow-induced symmetry breaking in growing bacterial biofilms,10.1103/PhysRevLett.123.258101
2494,Photoactivation of silicon rhodamines via a light-induced protonation,10.1038/s41467-019-12480-3
2495,Energy landscapes reveal agonist’s control of GPCR activation via microswitches,10.1021/acs.biochem.9b00842
2497,Single-organelle quantification reveals the stoichiometric and structural variability of carboxysomes dependent on the environment,10.1105/tpc.18.00787
2498,Fat SIRAH: Coarse-grained phospholipids to explore membrane-protein dynamics.,10.1021/acs.jctc.9b00435
2500,DNA sequence is a major determinant of tetrasome dynamics,10.1016/j.bpj.2019.07.055
2501,"Influence of nanopillar arrays on fibroblast motility, adhesion and migration mechanisms",10.1002/smll.201902514
2505,High-speed motility originates from cooperatively pushing and pulling flagella bundles in bilophotrichous bacteria,10.7554/eLife.47551
2511,Differential local stability governs the metamorphic fold-switch of bacterial virulence factor RfaH,10.1016/j.bpj.2019.11.014
2514,"A Network of Phosphatidylinositol 4,5-bisphosphate Binding Sites Regulate Gating of the Ca2+-activated Cl- Channel ANO1 (TMEM16A)",10.1073/pnas.1904012116
2515,Protein structure prediction and design in a biologically-realistic implicit membrane,10.1016/j.bpj.2020.03.006
2516,Active cargo positioning in antiparallel transport networks,10.1073/pnas.1900416116
2517,Shake-it-off: A simple ultrasonic cryo-EM specimen preparation device,10.1107/S2059798319014372
2520,Histone Tail Dynamics in Partially Disassembled Nucleosomes During Chromatin Remodeling,10.3389/fmolb.2019.00133
2524,Nonreciprocal and Conditional Cooperativity Directs the Pioneer Activity of Pluripotency Transcription Factors,10.1016/j.celrep.2019.07.103
2525,Ultrafast Structural Changes Decomposed from Serial Crystallographic Data,10.1021/acs.jpclett.9b02375
2527,Nucleosomal DNA dynamics mediate Oct4 pioneer factor binding,10.1016/j.bpj.2019.12.038
2528,ADAPTS: Automated Deconvolution Augmentation of Profiles for Tissue Specific cells,10.1371/journal.pone.0224693
2529,Mesoscale liquid model of chromatin recapitulates large-scale organization of eukaryotic cell nuclei.,10.1016/j.bpj.2019.09.013
2531,Geometric state-space of protein-induced spontaneous curvature on helicoidal ramps in organelle membranes,10.1098/rsif.2019.0354
2533,A biophysical model uncovers the size distribution of migrating cell clusters across cancer types,10.1158/0008-5472.CAN-19-1726
2535,Direct visualization of human myosin II force generation using DNA origami-based thick filaments,10.1038/s42003-019-0683-0
2536,Non-Uniformity of Projection Distributions Attenuates Resolution in Cryo-EM,10.1016/j.pbiomolbio.2019.09.002
2537,A structural model of the human serotonin transporter in an outward-occluded state,10.1371/journal.pone.0217377
2539,Myosin-II mediated traction forces evoke localized Piezo1 Ca2+ flickers,10.1016/j.bpj.2018.11.2049
2540,Uncovering the Binding Mode of γ-Secretase Inhibitors,10.1021/acschemneuro.9b00272
2542,Active poroelastic Two-Phase Model for the Motion of Physarum Microplasmodia,10.1371/journal.pone.0217447
2545,Electron cryomicroscopy observation of acyl carrier protein translocation in type I fungal fatty acid synthase,10.1038/s41598-019-49261-3
2548,Unveiling the multi-step solubilization mechanism of single vesicles by detergents.,10.1038/s41598-019-49210-0
2549,Frustration and Fidelity in Influenza Genome Assembly,10.1098/rsif.2019.0411
2551,Fluorescent Sp3 Defect-Tailored Carbon Nanotubes Enable NIR-II Single Particle Imaging in Live Brain Slices at Ultra-Low Excitation Doses,10.1038/s41598-020-62201-w
2552,Role of coiled-coil registry shifts in activation of human Bicaudal D2 for dynein recruitment upon cargo-binding,10.1021/acs.jpclett.9b01865
2556,ADAPTS: Automated Deconvolution Augmentation of Profiles for Tissue Specific cells,10.1371/journal.pone.0224693
2564,Size and structure of the sequence space of repeat proteins,10.1371/journal.pcbi.1007282
2565,The axonal actin-spectrin lattice acts as a tension buffering shock absorber,10.7554/eLife.51772
2566,Helix formation during the coupled binding and folding of intrinsically disordered proteins monitored by synchrotron-radiation circular dichroism spectroscopy,10.1016/j.bpj.2019.07.014
2568,Non-Uniformity of Projection Distributions Attenuates Resolution in Cryo-EM,10.1016/j.pbiomolbio.2019.09.002
2569,Exploring the Mechanism of Olfactory Recognition at the Initial Stage by Modeling the Emission Spectrum of Electron Transfer,10.1371/journal.pone.0217665
2572,Cell-sized confinement controls generation and stability of a protein wave for spatiotemporal regulation in cells,10.7554/eLife.44591
2574,Allosteric modulation of local reactivity in DNA origami,10.1093/nar/gkaa080
2576,High-resolution and high-accuracy topographic and transcriptional maps of the nucleosome barrier,10.7554/eLife.48281
2578,POLARIS: path of least action analysis on energy landscapes,10.1021/acs.jcim.9b01108
2579,Probing Allosteric Coupling of a Constitutively Open Mutant of the Ion Channel KcsA using Solid State NMR,10.1073/pnas.1908828117
2580,Fluorescence biosensor for real-time interaction dynamics of host proteins with HIV-1 capsid tubes,10.1021/acsami.9b08521
2581,Atomistic basis of opening and conduction in mammalian inward rectifier potassium (Kir2.2) channels,10.1085/jgp.201912422
2582,Leader cells in collective chemotaxis: optimality and tradeoffs,10.1103/PhysRevE.100.032417
2583,Effect of helical kink in antimicrobial peptides on membrane pore formation,10.7554/eLife.47946
2584,The contribution of the ankyrin repeat domain of TRPV1 as a thermal module,10.1016/j.bpj.2019.10.041
2586,High-throughput microfluidic micropipette aspiration device to probe time-scale dependent nuclear mechanics in intact cells,10.1039/C9LC00444K
2587,Single molecule analysis of effects of non-canonical guide RNAs and specificity-enhancing mutations on Cas9-induced DNA unwinding,10.1093/nar/gkz1058
2590,"Identifying dynamic, partially occupied residues using anomalous scattering",10.1107/S2059798319014475
2594,Mitochondrial morphology provides a mechanism for energy buffering at synapses,10.1038/s41598-019-54159-1
2597,Probing Allosteric Coupling of a Constitutively Open Mutant of the Ion Channel KcsA using Solid State NMR,10.1073/pnas.1908828117
2599,MolMeDB: Molecules on Membranes Database,10.1093/database/baz078
2600,Nanoscale dynamics of cholesterol in the cell membrane,10.1074/jbc.RA119.009683
2603,Plasticity of cell migration resulting from mechanochemical coupling,10.7554/eLife.48478
