,title,published,date,author_corresponding_institution,journal,citation_count
2297,Universal surface-to-volume scaling and aspect ratio homeostasis in rod-shaped bacteria,10.7554/eLife.47033,2019-03-21,University College London,[],7
2299,Decomposing information into copying versus transformation,10.1098/rsif.2019.0623,2019-03-21,Institute of Science and Technology Austria,['J. R. Soc. Interface'],0
2300,Adaptive optics allows 3D STED-FCS measurements in the cytoplasm of living cells,10.1364/OE.27.023378,2019-03-21,University of Oxford,['Opt. Express'],6
2301,The non-dominant AAA+ ring in the ClpAP protease functions as an anti-stalling motor to accelerate protein unfolding and translocation,10.1016/j.celrep.2020.01.110,2019-03-21,Massachusetts Institute of Technology,['Cell Reports'],0
2302,Modulation of kinesin’s load-bearing capacity by force geometry and the microtubule track,10.1016/j.bpj.2019.10.045,2019-03-23,University of Pennsylvania,['Biophysical Journal'],3
2303,Serial femtosecond X-ray diffraction of HIV-1 Gag MA-IP6 microcrystals at ambient temperature,10.3390/ijms20071675,2019-03-23,"Stanford PULSE Insitute, SLAC National Accelerator Laboratory, Menlo Park, California, USA",['IJMS'],1
2304,How signals of calcium ions initiate the beats of cilia and flagella,10.1016/j.biosystems.2019.103981,2019-03-23,University of Alberta,['Biosystems'],0
2305,Modulation of kinesin’s load-bearing capacity by force geometry and the microtubule track,10.1016/j.bpj.2019.10.045,2019-03-23,University of Pennsylvania,['Biophysical Journal'],3
2307,DeepTRIAGE: Interpretable and Individualised BiomarkerScores using Attention Mechanism for the Classification of Breast Cancer Sub-types,10.1186/s12920-020-0658-5,2019-03-24,Deakin University,['BMC Med Genomics'],0
2311,Polyphosphate initiates tau aggregation through intra- and intermolecular scaffolding,10.1016/j.bpj.2019.07.028,2019-03-25,University of Pennsylvania,['Biophysical Journal'],2
2314,Single particle diffusion characterization by deep learning,10.1016/j.bpj.2019.06.015,2019-03-26,Technion,['Biophysical Journal'],7
2315,Lipid Interactions of a Ciliary Membrane TRP Channel: Simulation and Structural Studies of Polycystin-2 (PC2),10.1016/j.str.2019.11.005,2019-03-26,University of Oxford,['Structure'],1
2316,HDX-MS reveals structural determinants for RORγ hyperactivation by synthetic agonists,10.7554/eLife.47172,2019-03-26,The Scripps Research Institute,[],1
2318,Automatic structure-based NMR methyl resonance assignment in large proteins,10.1038/s41467-019-12837-8,2019-03-26,Goethe University Frankfurt am Main,['Nat Commun'],2
2319,Observing an antisense drug complex in intact human cells by in-cell NMR,10.1002/cbic.201900297,2019-03-27,Karolinska Institute,['ChemBioChem'],3
2320,Structural determinants of microtubule minus end preference in CAMSAP CKK domains,10.1038/s41467-019-13247-6,2019-03-27,"Institute of Structural and Molecular Biology, Birkbeck, University of London",['Nat Commun'],1
2325,Conformational gating in ammonia lyases,10.1016/j.bbagen.2020.129605,2019-03-28,"Computational Biology Laboratory, Danish Cancer Society Research Center, Copenhagen, Denmark",['Biochimica et Biophysica Acta (BBA) - General Subjects'],0
2326,Molecular basis of egg coat cross-linking sheds light on ZP1-associated female infertility,10.1038/s41467-019-10931-5,2019-03-28,Karolinska Institutet,['Nat Commun'],5
2327,Quantification of biomolecular dynamics inside real and synthetic nuclear pore complexes using time-resolved atomic force microscopy,10.1021/acsnano.9b02424,2019-03-28,University College London,['ACS Nano'],0
2329,Single-molecule visualization of the effects of ionic strength and crowding on structure-mediated interactions in supercoiled DNA molecules,10.1093/nar/gkz408,2019-03-28,McGill University,[],2
2333,Exploring Structural Aspects of the Human Golgi Matrix Protein GRASP55 in Solution,10.1016/j.ijbiomac.2019.05.089,2019-03-31,University of Sao Paulo,['International Journal of Biological Macromolecules'],1
2334,Stability of Nitroxide Biradical TOTAPOL in Biological Samples,10.1016/j.jmr.2019.04.013,2019-03-31,Columbia University,['Journal of Magnetic Resonance'],2
2336,On the energetics and stability of a minimal fish school,10.1371/journal.pone.0215265,2019-04-01,Japan Agency for Marine-Earth Science and Technology (JAMSTEC),['PLoS ONE'],1
2338,The Oligomerization Landscape of Histones,10.1016/j.bpj.2019.03.021,2019-04-02,"University of Maryland, College Park",['Biophysical Journal'],1
2340,Molecular Dynamics Analysis of Mg2+-dependent Cleavage of a Pistol Ribozyme Reveals a Fail-safe Secondary Ion for Catalysis,10.1002/jcc.26179,2019-04-02,"Yale University, Department of Chemistry",['J Comput Chem'],0
2342,Tubulin Lattice in Cilia is in a Stressed Form Regulated by Microtubule Inner Proteins,10.1073/pnas.1911119116,2019-04-02,McGill Uniuversity,['Proc Natl Acad Sci USA'],2
2344,Integrative protein modeling in RosettaNMR from sparse paramagnetic restraints,10.1016/j.str.2019.08.012,2019-04-03,"Center for Structural Biology, Vanderbilt University",['Structure'],2
2345,Protein structure prediction using sparse NOE and RDC restraints with Rosetta in CASP13,10.1002/prot.25769,2019-04-03,"Center for Structural Biology, Vanderbilt University",['Proteins'],1
2346,An efficient timer and sizer of biomacromolecular motions,10.1016/j.str.2019.10.020,2019-04-03,"Institute of Bioinformatics and Structural Biology, National Tsing Hua University",['Structure'],0
2347,Automatic structure-based NMR methyl resonance assignment in large proteins,10.1038/s41467-019-12837-8,2019-04-04,Goethe University Frankfurt am Main,['Nat Commun'],2
2348,Single particle diffusion characterization by deep learning,10.1016/j.bpj.2019.06.015,2019-04-04,Technion,['Biophysical Journal'],7
2349,How the Avidity of Polymerase Binding to the -35/-10 Promoter Sites Affects Gene Expression,10.1073/pnas.1905615116,2019-04-04,Caltech,['Proc Natl Acad Sci USA'],4
2350,Probing Ligand and Cation Binding Sites in G-Quadruplex Nucleic Acids by Mass Spectrometry and Electron Photodetachment Dissociation Sequencing,10.1039/C9AN00398C,2019-04-04,"University of Bordeaux, INSERM and CNRS, ARNA Laboratory, IECB site, 33600 Pessac, France",['Analyst'],3
2351,Disease-related single-point mutations alter the global dynamics of a tetratricopeptide (TPR) α-solenoid domain,10.1016/j.jsb.2019.107405,2019-04-04,University of Dundee,['Journal of Structural Biology'],0
2352,Multiplexed 129Xe HyperCEST MRI detection of genetically-reconstituted bacterial protein nanoparticles in human cancer cells.,10.1155/2020/5425934,2019-04-04,"Center for Biosystems Dynamics Research, RIKEN.",['Contrast Media & Molecular Imaging'],0
2353,"The emergence of sequence-dependent structural motifs in stretched, torsionally constrained DNA",10.1093/nar/gkz1227,2019-04-04,University of York,[],2
2356,Electric-induced reversal of morphogenesis in Hydra regeneration,10.1016/j.bpj.2019.09.007,2019-04-05,Technion,['Biophysical Journal'],1
2357,Supra-molecular organization of the pyoverdine bio-synthetic pathway in Pseudomonas aeruginosa.,10.1017/S0033583519000155,2019-04-05,"Laboratoire de BioImagerie et Pathologies, UMR CNRS 7021, Universit& de Strasbourg, Illkirch, France",['Quart. Rev. Biophys.'],1
2358,A modeling algorithm for exploring the architecture and construction of bird nests,10.1038/s41598-019-51478-1,2019-04-05,Augmanity,['Sci Rep'],0
2359,Quantifying the mechanics of locomotion of the schistosome pathogen with respect to changes in its physical environment,10.1098/rsif.2018.0675,2019-04-05,University of California San Diego,['J. R. Soc. Interface'],3
2360,Interplay Between Short-range Attraction and Long-range Repulsion Controls Reentrant Liquid Condensation of Ribonucleoprotein-RNA Complexes,10.1021/jacs.9b03689,2019-04-06,"University at Buffalo, SUNY",['J. Am. Chem. Soc.'],3
2361,A Thermodynamic Limit on the Role of Self-Propulsion in Enhanced Enzyme Diffusion,10.1016/j.bpj.2019.04.005,2019-04-06,UC San Diego,['Biophysical Journal'],5
2362,The Influence of Molecular Reach and Diffusivity on the Efficacy of Membrane-Confined Reactions,10.1016/j.bpj.2019.08.023,2019-04-07,Boston University,['Biophysical Journal'],0
2363,Influenza A matrix protein M1 induces lipid membrane deformation via protein multimerization,10.1042/BSR20191024,2019-04-07,Universitaet Potsdam,[],1
2365,"Curvature increases permeability of the plasma membrane for ions, water and the anti-cancer drugs cisplatin and gemcitabine",10.1038/s41598-019-53952-2,2019-04-08,Institute of Physics of the National Academy of Sciences of Ukraine,['Sci Rep'],0
2366,Single-molecule imaging of eukaryotic replisomes reveals compositional plasticity,10.1016/j.molcel.2019.10.005,2019-04-08,University of Wollongong,['Molecular Cell'],1
2368,Quantitative comparison of camera technologies for cost-effective Super-resolution Optical Fluctuation Imaging (SOFI),10.1088/2515-7647/ab36ae,2019-04-08,KU Leuven,['J. Phys. Photonics'],2
2369,Prospects for transcranial temporal interference stimulation in humans: a computational study,10.1016/j.neuroimage.2019.116124,2019-04-08,Northeastern University,['NeuroImage'],5
2370,Myelin Basic Protein dynamics from out-of-equilibrium functional state to degraded state in myelin,10.1016/j.bbamem.2020.183256,2019-04-08,CNR Institute of Crystallography,['Biochimica et Biophysica Acta (BBA) - Biomembranes'],0
2371,Modeling enamel matrix secretion in mammalian teeth,10.1371/journal.pcbi.1007058,2019-04-08,University of Helsinki,['PLoS Comput Biol'],0
2373,Automated design of highly diverse riboswitches,10.1021/acssynbio.9b00142,2019-04-09,Stanford University,['ACS Synth. Biol.'],6
2375,Crowder-induced Conformational Ensemble Shift in Escherichia Coli Prolyl-tRNA Synthetase,10.1016/j.bpj.2019.08.033,2019-04-09,University of Wisconsin at Eau Claire,['Biophysical Journal'],0
2377,RNA polymerases as moving barriers to condensin loop extrusion,10.1073/pnas.1907009116,2019-04-10,MIT,['Proc Natl Acad Sci USA'],6
2378,A spatiotemporal ventricular myocyte model incorporating mitochondrial calcium cycling,10.1016/j.bpj.2019.09.005,2019-04-10,David Geffen School of Medicine at UCLA,['Biophysical Journal'],2
2379,tagPAINT: Stoichiometric and covalent labelling of protein tags for multiplexed and quantitative DNA-PAINT imaging,10.1098/rsos.191268,2019-04-10,"EMBL Node in Single Molecule Science, University of New South Wales",['R. Soc. open sci.'],0
2383,An efficient timer and sizer of biomacromolecular motions,10.1016/j.str.2019.10.020,2019-04-11,"Institute of Bioinformatics and Structural Biology, National Tsing Hua University",['Structure'],0
2385,The Israeli Acute Paralysis Virus IRES captures host ribosomes by mimicking a ribosomal state with hybrid tRNAs.,10.15252/embj.2019102226,2019-04-11,Columbia University,['EMBO J'],1
2386,Direct measurement of X-ray induced heating of microcrystals,10.1107/S1600577519003849,2019-04-11,Diamond Light Source,"['J Synchrotron Radiat', 'J Synchrotron Rad']",6
2388,Eye tracking-based estimation and compensation of chromatic offsets for multi-wavelength retinal microstimulation with foveal cone precision,10.1364/boe.10.004126,2019-04-11,"Department of Ophthalmology, University of Bonn, Germany",['Biomed. Opt. Express'],1
2391,Proton-control of transitions in an amino-acid transporter,10.1016/j.bpj.2019.07.056,2019-04-11,University of Oxford,['Biophysical Journal'],0
2396,Spatiotemporal organization of branched microtubule networks,10.7554/eLife.43890,2019-04-12,Princeton University,[],8
2397,Escherichia coli’s physiology can turn membrane voltage dyes into actuators,10.1016/j.bpj.2019.10.030,2019-04-12,Centre for Synthetic and Systems Biology,['Biophysical Journal'],0
2399,Mesoscale Modeling of a Nucleosome-Binding Antibody (PL2-6): Mono- vs. Bivalent Chromatin Complexes,10.1016/j.bpj.2019.08.019,2019-04-12,NYU,['Biophysical Journal'],1
2400,"MerMAIDs: A novel family of metagenomically discovered, marine, anion-conducting and intensely desensitizing channelrhodopsins.",10.1038/s41467-019-11322-6,2019-04-12,"Institute for Biology, Experimental Biophysics, Humboldt-Universitaet zu Berlin, Germany",['Nat Commun'],5
2402,An electrophysiological approach to measure changes in the membrane surface potential in real time,10.1016/j.bpj.2019.06.033,2019-04-12,Medical University of Vienna,['Biophysical Journal'],0
2405,An Analytical Theory of Cellular Growth,10.1038/s41467-020-14751-w,2019-04-13,Heinrich Heine University,['Nat Commun'],0
2406,"A mixed quantum chemistry/machine learning approach for the fast and accurate prediction of biochemical redox potentials and its large-scale application to 315,000 redox reactions",10.1021/acscentsci.9b00297,2019-04-13,"Department of Chemistry and Chemical Biology, Harvard University, Cambridge, MA, 02138",['ACS Cent. Sci.'],3
2407,Ion Condensation onto Ribozyme is Site-Specific and Fold-Dependent,10.1016/j.bpj.2019.04.037,2019-04-13,University of Texas at Austin,['Biophysical Journal'],10
2409,Four ways to fit an ion channel model,10.1016/j.bpj.2019.08.001,2019-04-16,University of Nottingham,['Biophysical Journal'],3
2410,Rapid characterisation of hERG channel kinetics II: temperature dependence,10.1016/j.bpj.2019.07.030,2019-04-16,University of Nottingham,['Biophysical Journal'],5
2411,Rapid characterisation of hERG channel kinetics I: using an automated high-throughput system,10.1016/j.bpj.2019.07.029,2019-04-16,University of Nottingham,['Biophysical Journal'],7
2413,Relationship between Dynamic Instability of Individual Microtubules and Flux of Subunits into and out of Polymer,10.1002/cm.21557,2019-04-16,University of Notre Dame,['Cytoskeleton'],0
2414,Rapid characterisation of hERG channel kinetics I: using an automated high-throughput system,10.1016/j.bpj.2019.07.029,2019-04-16,University of Nottingham,['Biophysical Journal'],7
2415,Rapid characterisation of hERG channel kinetics II: temperature dependence,10.1016/j.bpj.2019.07.030,2019-04-16,University of Nottingham,['Biophysical Journal'],5
2416,LASSI: A lattice model for simulating phase transitions of multivalent proteins,10.1371/journal.pcbi.1007028,2019-04-16,Washington University in St. Louis,['PLoS Comput Biol'],11
2417,Uncovering the Binding Mode of γ-Secretase Inhibitors,10.1021/acschemneuro.9b00272,2019-04-16,Technical University of Munich,['ACS Chem. Neurosci.'],5
2418,An Alternative Framework for Fluorescence Correlation Spectroscopy,10.1016/j.bpj.2018.11.1524,2019-04-16,"Department of Physics and School of Molecular Sciences, Arizona State University",['Biophysical Journal'],1
2419,Importance of erythrocyte deformability for the alignment of malaria parasite upon invasion,10.1016/j.bpj.2019.08.027,2019-04-17,Forschungszentrum Juelich,['Biophysical Journal'],1
2420,BioSAXS measurements reveal that two antimicrobial peptides induce similar molecular changes in Gram-negative and Gram-positive bacteria,10.3389/fphar.2019.01127,2019-04-17,Karlsruhe Institute of Technology,['Front. Pharmacol.'],3
